libcell_name,func_id,libcell_area,worst_input_cap,libcell_leakage,fo4_delay,fix_load_delay
XNOR2x2_ASAP7_75t_SRAM,100,160380,9.0569400225816e-16,0.0,4.8442642258672564e-11,4.5223144673478544e-11
XNOR2xp5_ASAP7_75t_SRAM,100,131220,9.001839470571525e-16,0.0,4.7072137854264895e-11,3.8443779409869094e-11
XOR2x1_ASAP7_75t_SRAM,101,174960,1.4238799602681344e-15,4.799089944884649e-11,4.336383335745708e-11,3.333854373122058e-11
XOR2x2_ASAP7_75t_SRAM,101,160380,9.013370765357208e-16,5.5676699362017246e-11,4.4463498855007444e-11,4.24286716871336e-11
XOR2xp5_ASAP7_75t_SRAM,101,131220,9.19461040508121e-16,2.8694099180048838e-11,5.2585720500264443e-11,4.136273268340318e-11
A2O1A1Ixp33_ASAP7_75t_R,1,87480,5.678290238013319e-16,0.0,2.6422617566135287e-11,2.929937542583971e-11
A2O1A1O1Ixp25_ASAP7_75t_R,2,131220,6.113640291309204e-16,0.0,3.637222467656187e-11,4.2082750478789066e-11
AND2x2_ASAP7_75t_R,3,87480,5.263220271057071e-16,1.2508699631652576e-10,1.9641727480590454e-11,2.1018789139737315e-11
AND2x4_ASAP7_75t_R,3,145800,1.0228200241385902e-15,2.501739926330515e-10,1.9358126213120386e-11,1.735161146709796e-11
AND2x6_ASAP7_75t_R,3,174960,1.0230700047371487e-15,3.481590016285452e-10,2.169744418856201e-11,2.0352641447174413e-11
AND3x1_ASAP7_75t_R,4,87480,5.897550010366015e-16,7.128359708064025e-11,3.0196019296102605e-11,3.0750652024735814e-11
AND3x2_ASAP7_75t_R,4,102060,5.904579854432634e-16,1.2027599749497853e-10,3.014314145510788e-11,3.050117797220864e-11
AND3x4_ASAP7_75t_R,4,204120,9.949110296803899e-16,2.3945501137490055e-10,2.836516264925759e-11,2.6177721448861213e-11
AND4x1_ASAP7_75t_R,5,102060,5.946199877087158e-16,6.930899604240537e-11,3.737534240433327e-11,3.788933403137129e-11
AND4x2_ASAP7_75t_R,5,116640,5.941020270614698e-16,1.1830100787868503e-10,3.796410061318589e-11,3.8315829675728e-11
AND5x1_ASAP7_75t_R,6,116640,5.154540120572832e-16,6.77609982013827e-11,4.450398036204284e-11,4.624435903655133e-11
AND5x2_ASAP7_75t_R,6,291600,9.97414964951592e-16,1.349129974403951e-10,4.4419159322961477e-11,4.1050291638145e-11
AO211x2_ASAP7_75t_R,7,233280,9.046520458539189e-16,1.9814200280521277e-10,3.1207505329922114e-11,2.856068680168189e-11
AO21x1_ASAP7_75t_R,8,87480,5.707369937883744e-16,1.2966400175784543e-10,2.5356930097308883e-11,2.6413369755284855e-11
AO21x2_ASAP7_75t_R,8,102060,5.724459886385783e-16,1.7865699197816554e-10,2.5937323469560347e-11,2.6623588750274152e-11
AO221x1_ASAP7_75t_R,9,145800,5.178359745840807e-16,1.2161900653229196e-10,3.353941083195089e-11,3.5987497704059734e-11
AO221x2_ASAP7_75t_R,9,160380,5.175589948103285e-16,1.7061199675261207e-10,3.5940830173109006e-11,3.7660496249314335e-11
AO222x2_ASAP7_75t_R,10,174960,5.89143972644276e-16,1.8002299650987652e-10,4.4528696702128556e-11,4.5404624504641333e-11
AO22x1_ASAP7_75t_R,11,131220,4.234420141371306e-16,8.545700258544286e-11,2.7262758023338662e-11,3.1061760802364446e-11
AO22x2_ASAP7_75t_R,11,145800,5.848910202161121e-16,1.5267699604581964e-10,2.661061128395037e-11,2.768880437431509e-11
AO31x2_ASAP7_75t_R,12,233280,1.1075600589181074e-15,1.7860699030869398e-10,2.921149780399368e-11,2.4539833706760383e-11
AO322x2_ASAP7_75t_R,13,218700,5.618140310846423e-16,1.5722900759129743e-10,4.584156318432342e-11,4.6534356229477325e-11
AO32x1_ASAP7_75t_R,14,116640,5.023990108786079e-16,8.915049948265974e-11,3.412859231333165e-11,3.5960099481480157e-11
AO32x2_ASAP7_75t_R,14,131220,5.083990217000429e-16,1.3814301091930048e-10,3.727193553793029e-11,3.8527552675970966e-11
AO331x1_ASAP7_75t_R,15,145800,6.039700138365416e-16,1.4690100524905603e-10,4.282382434772636e-11,4.4046429698019196e-11
AO331x2_ASAP7_75t_R,15,160380,6.037049984031694e-16,1.958950085478861e-10,4.4618645583804906e-11,4.547972068391637e-11
AO332x1_ASAP7_75t_R,16,160380,5.906340094776147e-16,1.2092099543892232e-10,4.639715694976232e-11,4.771641068379573e-11
AO332x2_ASAP7_75t_R,16,174960,5.904089634114411e-16,1.6991399953703024e-10,4.801304839818776e-11,4.894664534793591e-11
AO333x1_ASAP7_75t_R,17,174960,5.875229633414681e-16,1.158659973521381e-10,5.1358285679814486e-11,5.2637047498471645e-11
AO333x2_ASAP7_75t_R,17,189540,5.868530132197491e-16,1.648589875724582e-10,5.2938670808133637e-11,5.3852016596023233e-11
AO33x2_ASAP7_75t_R,18,145800,5.254459832800093e-16,1.4183700047798453e-10,4.200956943423151e-11,4.3514646747011554e-11
AOI211x1_ASAP7_75t_R,19,174960,9.641899917164237e-16,0.0,2.8194028708905527e-11,2.3533017548538204e-11
AOI211xp5_ASAP7_75t_R,19,87480,5.183369945723816e-16,0.0,3.3598099996590136e-11,3.9918124361548735e-11
AOI21x1_ASAP7_75t_R,20,116640,1.134369922248127e-15,0.0,2.3175674920827838e-11,1.5716157542033926e-11
AOI21xp33_ASAP7_75t_R,20,72900,4.423370163195487e-16,0.0,2.5503014630667842e-11,3.5805594600368806e-11
AOI21xp5_ASAP7_75t_R,20,72900,5.481719831339606e-16,0.0,2.2286946593785828e-11,2.523532077747248e-11
AOI221x1_ASAP7_75t_R,21,204120,8.822770352774861e-16,0.0,3.094796641178732e-11,2.484490044252219e-11
AOI221xp5_ASAP7_75t_R,22,102060,5.157210391939051e-16,0.0,3.295629741328909e-11,4.02315125658248e-11
AOI222xp33_ASAP7_75t_R,23,145800,5.16624982167303e-16,0.0,3.823979327632898e-11,4.3012739203707184e-11
AOI22x1_ASAP7_75t_R,24,145800,1.2054699737197713e-15,0.0,2.4949643046001668e-11,1.7963824872069267e-11
AOI22xp33_ASAP7_75t_R,24,87480,4.2380600007643353e-16,0.0,2.5303472858673182e-11,3.706324483432333e-11
AOI22xp5_ASAP7_75t_R,24,87480,5.834759987381646e-16,0.0,2.3733223719624164e-11,2.713912601592927e-11
AOI311xp33_ASAP7_75t_R,25,102060,5.545339946612284e-16,0.0,3.795831010622308e-11,4.1342689688361745e-11
AOI31xp33_ASAP7_75t_R,26,87480,4.951550262950115e-16,0.0,3.2722147907948695e-11,3.873738829707207e-11
AOI31xp67_ASAP7_75t_R,26,189540,1.12205003978855e-15,0.0,2.790293343601924e-11,1.7832967741382433e-11
AOI321xp33_ASAP7_75t_R,27,116640,5.419309914390317e-16,0.0,3.966410880296145e-11,4.361371680472459e-11
AOI322xp5_ASAP7_75t_R,28,131220,5.465499679795278e-16,0.0,4.222540025966559e-11,4.5906715928634156e-11
AOI32xp33_ASAP7_75t_R,29,102060,4.923550000691848e-16,0.0,3.545045507147293e-11,4.1580058840473555e-11
AOI331xp33_ASAP7_75t_R,30,131220,6.039090274643393e-16,0.0,4.3239578584319815e-11,4.698888847465277e-11
AOI332xp33_ASAP7_75t_R,31,145800,5.892670041798647e-16,0.0,4.595488573011508e-11,4.992293384242785e-11
AOI333xp33_ASAP7_75t_R,32,160380,5.888170179266358e-16,0.0,5.221987425807484e-11,5.369413247358068e-11
AOI33xp33_ASAP7_75t_R,33,116640,5.024440095039307e-16,0.0,3.567979939278487e-11,4.449767637693114e-11
ASYNC_DFFHx1_ASAP7_75t_R,102,379080,NaN,NaN,NaN,NaN
BUFx10_ASAP7_75t_R,34,204120,1.2069401052788495e-15,5.965780092154205e-10,1.9321445485220856e-11,1.809615304826373e-11
BUFx12_ASAP7_75t_R,34,233280,1.203930067821663e-15,6.945629626997629e-10,2.13377145813487e-11,2.0217929760923958e-11
BUFx12f_ASAP7_75t_R,34,262440,2.3428800030947123e-15,8.012139840474219e-10,1.5858417010128356e-11,1.3043691994563122e-11
BUFx16f_ASAP7_75t_R,34,320760,2.3418701280633484e-15,9.971840020384093e-10,1.8256882117206885e-11,1.6194819790760207e-11
BUFx24_ASAP7_75t_R,34,437400,2.3502599894059022e-15,1.389130033224717e-9,2.265244415655676e-11,2.1085759874250876e-11
BUFx2_ASAP7_75t_R,34,72900,5.342790016726548e-16,1.3353700090146248e-10,1.824868381405942e-11,1.8966899231753764e-11
BUFx3_ASAP7_75t_R,34,87480,6.295899546943464e-16,2.003029964114944e-10,1.6609096042952132e-11,1.654790367233705e-11
BUFx4_ASAP7_75t_R,34,102060,5.387510179968023e-16,2.315229952198905e-10,2.3650440980627074e-11,2.406331557625041e-11
BUFx4f_ASAP7_75t_R,34,116640,1.0041899579802055e-15,2.6707400180292495e-10,1.6980937489474712e-11,1.531249259334455e-11
BUFx5_ASAP7_75t_R,34,116640,6.297970013103909e-16,2.9828900460771024e-10,2.023400370865236e-11,2.0193909044952107e-11
BUFx6f_ASAP7_75t_R,34,145800,1.2028700060881742e-15,4.0060699202371097e-10,1.5532488489844454e-11,1.3712668153753604e-11
BUFx8_ASAP7_75t_R,34,174960,8.520450000218816e-16,4.6304501899463446e-10,2.1725003740424853e-11,2.1144792514138366e-11
CKINVDCx10_ASAP7_75t_R,35,349920,6.035250356656134e-15,0.0,1.2691967268829707e-11,3.5274983888750056e-12
CKINVDCx11_ASAP7_75t_R,35,379080,6.8352200357786174e-15,0.0,1.3177506828776497e-11,3.6662153347910564e-12
CKINVDCx12_ASAP7_75t_R,35,379080,7.218049705300881e-15,0.0,1.2884592698325648e-11,3.727831411615146e-12
CKINVDCx14_ASAP7_75t_R,35,408240,8.389280277952028e-15,0.0,1.3489347659711992e-11,3.78104578896421e-12
CKINVDCx16_ASAP7_75t_R,35,437400,9.540419229094304e-15,0.0,1.3193910373965334e-11,3.487297039680981e-12
CKINVDCx20_ASAP7_75t_R,35,554040,1.1945299926345663e-14,0.0,1.4713334717253446e-11,4.017322498967024e-12
CKINVDCx5p33_ASAP7_75t_R,35,320760,3.701580142796918e-15,0.0,1.3578717143747365e-11,4.195417884628183e-12
CKINVDCx6p67_ASAP7_75t_R,35,349920,4.511700241242823e-15,0.0,1.3668561942015156e-11,3.999957049610758e-12
CKINVDCx8_ASAP7_75t_R,35,320760,4.8858800103077256e-15,0.0,1.234911652103765e-11,3.450224481116315e-12
CKINVDCx9p33_ASAP7_75t_R,35,408240,6.1771499746613844e-15,0.0,1.3953530171584294e-11,3.9799747698909815e-12
DECAPx10_ASAP7_75t_R,103,320760,NaN,NaN,NaN,NaN
DECAPx1_ASAP7_75t_R,104,58320,NaN,NaN,NaN,NaN
DECAPx2_ASAP7_75t_R,105,87480,NaN,NaN,NaN,NaN
DECAPx2b_ASAP7_75t_R,106,87480,NaN,NaN,NaN,NaN
DECAPx4_ASAP7_75t_R,107,145800,NaN,NaN,NaN,NaN
DECAPx6_ASAP7_75t_R,108,204120,NaN,NaN,NaN,NaN
DFFHQNx1_ASAP7_75t_R,43,291600,5.588219930775849e-16,2.6014598808465905e-10,5.255024887462767e-11,5.575633357790544e-11
DFFHQNx2_ASAP7_75t_R,43,306180,5.590289867540702e-16,3.091409905842113e-10,5.7121651159119935e-11,5.955578391558802e-11
DFFHQNx3_ASAP7_75t_R,43,320760,5.586800091798014e-16,3.5813599308376354e-10,6.545261554968818e-11,6.744134417591141e-11
DFFHQx4_ASAP7_75t_R,44,364500,5.586929793718063e-16,4.810070119987131e-10,6.688499060159003e-11,6.778010791519407e-11
DFFLQNx1_ASAP7_75t_R,45,291600,5.583350020724729e-16,2.2446999814462743e-10,5.774910757927465e-11,6.092198273632832e-11
DFFLQNx2_ASAP7_75t_R,45,306180,5.584149937464292e-16,2.734640014434575e-10,6.123030554805453e-11,6.353746001552807e-11
DFFLQNx3_ASAP7_75t_R,45,320760,5.583050382819638e-16,3.224570055415654e-10,6.838819788246298e-11,7.027866483211298e-11
DFFLQx4_ASAP7_75t_R,46,364500,5.584269580868092e-16,4.5460502029470717e-10,7.097654408649845e-11,7.166282151027659e-11
DHLx1_ASAP7_75t_R,47,218700,5.569999722684817e-16,1.7747900371567482e-10,3.919677082908635e-11,4.180251284013892e-11
DHLx2_ASAP7_75t_R,47,233280,5.569229981494e-16,2.2647399233743926e-10,3.8266386587215706e-11,3.988263191923025e-11
DHLx3_ASAP7_75t_R,47,247860,5.569949959499166e-16,2.7546798175848153e-10,4.038063980416062e-11,4.1661965544115276e-11
DLLx1_ASAP7_75t_R,48,218700,5.63751989528401e-16,1.9337699497246064e-10,4.5384557223471234e-11,4.763083330527884e-11
DLLx2_ASAP7_75t_R,48,233280,5.63055993143554e-16,2.4236998519278075e-10,4.6220870880686604e-11,4.772538614306043e-11
DLLx3_ASAP7_75t_R,48,247860,5.614269899673063e-16,2.913630170464643e-10,4.8611038805379536e-11,4.98519836522604e-11
FAx1_ASAP7_75t_R,49,204120,1.996709919529615e-15,0.0,9.090593555693971e-11,4.577109524728229e-11
FILLER_ASAP7_75t_R,109,29160,NaN,NaN,NaN,NaN
FILLERxp5_ASAP7_75t_R,110,14580,NaN,NaN,NaN,NaN
HAxp5_ASAP7_75t_R,52,131220,9.811850725283708e-16,0.0,4.493852859277503e-11,3.381041627226189e-11
HB1xp67_ASAP7_75t_R,34,58320,3.167060160250769e-16,5.044180004243337e-11,2.020288970838724e-11,2.7227470278390342e-11
HB2xp67_ASAP7_75t_R,34,72900,4.76934977022657e-16,4.1782102083720574e-11,3.7708572375727556e-11,4.0898093939256697e-11
HB3xp67_ASAP7_75t_R,34,87480,6.013609935403208e-16,4.009749823841169e-11,5.665953123346057e-11,5.7150510018866285e-11
HB4xp67_ASAP7_75t_R,34,102060,7.217780031186299e-16,3.943960089070053e-11,7.763889531275936e-11,7.491034875739544e-11
ICGx1_ASAP7_75t_R,53,262440,2.1913100216888965e-15,2.9916399912899294e-10,1.5686991636232328e-11,1.879564906492881e-11
ICGx2_ASAP7_75t_R,53,277020,2.1886700317505416e-15,3.481560040263787e-10,1.3679324166460116e-11,1.5440064157767885e-11
ICGx2p67DC_ASAP7_75t_R,53,700380,5.942520154206049e-15,6.043790468091004e-10,4.461341712724831e-11,1.3188116397555572e-11
ICGx3_ASAP7_75t_R,53,291600,2.1886598673551746e-15,3.97148980368911e-10,1.4437374039333317e-11,1.5686549281745954e-11
ICGx4DC_ASAP7_75t_R,53,700380,5.938600085726156e-15,6.696959653496037e-10,3.3441891617025377e-11,1.2056243156588486e-11
ICGx4_ASAP7_75t_R,53,306180,2.1899299932595824e-15,4.4614098526629675e-10,1.5528045863022477e-11,1.6545794248590262e-11
ICGx5_ASAP7_75t_R,53,320760,2.190259912592538e-15,4.951339893644047e-10,1.70996376780419e-11,1.7966227464083495e-11
ICGx5p33DC_ASAP7_75t_R,53,700380,5.9390003087937335e-15,7.350129949124096e-10,2.780177824068808e-11,1.137246199989228e-11
ICGx6p67DC_ASAP7_75t_R,53,700380,5.937850038051362e-15,8.003300244752154e-10,2.483173215661605e-11,1.1261281837593451e-11
ICGx8DC_ASAP7_75t_R,53,700380,5.9386403197911504e-15,8.656459993261478e-10,2.2949711575570575e-11,1.1276478882604746e-11
INVx11_ASAP7_75t_R,35,189540,6.332829971685515e-15,0.0,1.2177298232274314e-11,3.469265022829071e-12
INVx13_ASAP7_75t_R,35,218700,7.466719943889904e-15,0.0,1.2557212214492353e-11,3.4834266547656423e-12
INVx1_ASAP7_75t_R,35,43740,6.199280086836942e-16,0.0,1.2233749603629551e-11,1.2233749603629551e-11
INVx2_ASAP7_75t_R,35,58320,1.1928101134109901e-15,0.0,1.1468243889256602e-11,6.826356754169316e-12
INVx3_ASAP7_75t_R,35,72900,1.7668600118747537e-15,0.0,1.1383252847274594e-11,5.3411858269569734e-12
INVx4_ASAP7_75t_R,35,87480,2.336450175992105e-15,0.0,1.135889299286319e-11,4.327238220525054e-12
INVx5_ASAP7_75t_R,35,102060,2.9074899311195635e-15,0.0,1.1399991194094294e-11,3.969122339825271e-12
INVx6_ASAP7_75t_R,35,116640,3.4824400138480215e-15,0.0,1.1395438412331593e-11,3.5489907453806202e-12
INVx8_ASAP7_75t_R,35,145800,4.610570162011081e-15,0.0,1.1584595262237318e-11,3.2987302125975226e-12
INVxp33_ASAP7_75t_R,35,43740,2.7572301508644724e-16,0.0,1.613859219873337e-11,3.2374353198250105e-11
INVxp67_ASAP7_75t_R,35,43740,4.431639851738649e-16,0.0,1.303872981806009e-11,1.7219836667692334e-11
MAJIxp5_ASAP7_75t_R,54,102060,1.121650028479209e-15,0.0,2.8619114023076264e-11,2.942509083614375e-11
MAJx2_ASAP7_75t_R,55,131220,1.1277100198212216e-15,1.5974800648965726e-10,2.9956270103381755e-11,3.017692346007905e-11
MAJx3_ASAP7_75t_R,55,145800,1.12881995061948e-15,2.0874099670997737e-10,3.296631023719243e-11,3.3153677719832686e-11
NAND2x1_ASAP7_75t_R,56,87480,9.903310166554675e-16,0.0,2.162729891008741e-11,1.5716906942575548e-11
NAND2x1p5_ASAP7_75t_R,56,116640,1.5292600703898707e-15,0.0,1.9291682834543522e-11,1.0963932019214528e-11
NAND2x2_ASAP7_75t_R,56,145800,2.0395200234750313e-15,0.0,2.108985382165418e-11,1.0836523518797936e-11
NAND2xp33_ASAP7_75t_R,56,58320,3.466820091025942e-16,0.0,2.1248823880992695e-11,3.4549755417723205e-11
NAND2xp5_ASAP7_75t_R,56,58320,5.239089890576572e-16,0.0,1.5687416643483942e-11,1.861788674617504e-11
NAND2xp67_ASAP7_75t_R,56,87480,7.585650145947986e-16,0.0,2.4528074016316737e-11,2.1238837077941497e-11
NAND3x1_ASAP7_75t_R,57,160380,1.2935800349590581e-15,0.0,3.0683171281520316e-11,1.9841074963555805e-11
NAND3x2_ASAP7_75t_R,57,291600,2.643840126616585e-15,0.0,3.096460587936889e-11,1.4951540006080677e-11
NAND3xp33_ASAP7_75t_R,57,72900,5.168309699921634e-16,0.0,2.360440141957465e-11,2.695503369121166e-11
NAND4xp25_ASAP7_75t_R,58,87480,5.156840344420219e-16,0.0,3.263600500957864e-11,3.705899129236023e-11
NAND4xp75_ASAP7_75t_R,58,204120,1.486770039019398e-15,0.0,3.26314947285411e-11,1.991035461501589e-11
NAND5xp2_ASAP7_75t_R,59,102060,5.105350270347814e-16,0.0,4.143640985887487e-11,4.717712331903101e-11
NOR2x1_ASAP7_75t_R,60,87480,1.017179949380179e-15,0.0,2.0225156618924878e-11,1.4867551634267784e-11
NOR2x1p5_ASAP7_75t_R,60,116640,1.5318299683518403e-15,0.0,2.0618898949331665e-11,1.1597015014963574e-11
NOR2x2_ASAP7_75t_R,60,145800,2.0508298191450076e-15,0.0,1.975472910253906e-11,9.991092154992831e-12
NOR2xp33_ASAP7_75t_R,60,58320,3.4882799354424255e-16,0.0,2.022538907187066e-11,3.3638855589934735e-11
NOR2xp67_ASAP7_75t_R,60,87480,7.616120038643091e-16,0.0,2.2959965526037074e-11,2.0241839454593347e-11
NOR3x1_ASAP7_75t_R,61,160380,1.3158400608129011e-15,0.0,2.8517424532914504e-11,1.7563867027448055e-11
NOR3x2_ASAP7_75t_R,61,291600,2.6628498752935765e-15,0.0,2.784449060211358e-11,1.2892394617158853e-11
NOR3xp33_ASAP7_75t_R,61,72900,5.181880226527832e-16,0.0,3.3240517977040085e-11,3.793912406457878e-11
NOR4xp25_ASAP7_75t_R,62,87480,5.161799722326393e-16,0.0,4.704193284910119e-11,5.343238004829054e-11
NOR4xp75_ASAP7_75t_R,62,204120,1.49010004317241e-15,0.0,4.651473997641098e-11,2.8171943944332867e-11
NOR5xp2_ASAP7_75t_R,63,102060,5.141489989833603e-16,0.0,6.092860244111264e-11,6.907778515863328e-11
O2A1O1Ixp33_ASAP7_75t_R,64,87480,5.51569008768924e-16,0.0,3.5183331942301166e-11,3.927977734741184e-11
O2A1O1Ixp5_ASAP7_75t_R,65,116640,8.795589594893063e-16,0.0,3.5515920066009343e-11,2.8285977726749678e-11
OA211x2_ASAP7_75t_R,66,116640,5.169079970508044e-16,1.3381100394393997e-10,3.6798078473232465e-11,3.827124034350149e-11
OA21x2_ASAP7_75t_R,67,102060,5.848910202161121e-16,1.4145899729367528e-10,2.4492106259765833e-11,2.5123004371296886e-11
OA221x2_ASAP7_75t_R,68,233280,9.28107023438101e-16,1.5292599131466744e-10,4.0289625802270024e-11,3.8005612545966017e-11
OA222x2_ASAP7_75t_R,69,174960,5.890709689921345e-16,1.425669998722512e-10,3.650880986416638e-11,3.689067801238011e-11
OA22x2_ASAP7_75t_R,70,145800,5.858629905230864e-16,1.5267699604581964e-10,2.663488700427319e-11,2.7376385880462095e-11
OA31x2_ASAP7_75t_R,71,218700,1.0636400241744327e-15,1.5699200273111558e-10,3.2118530057800854e-11,2.964014797490755e-11
OA331x1_ASAP7_75t_R,72,145800,6.048730038978739e-16,8.20078935315216e-11,4.2307417985609774e-11,4.3881922401345363e-11
OA331x2_ASAP7_75t_R,72,160380,6.041680077879623e-16,1.3100000251231592e-10,4.376676104866917e-11,4.481604323758326e-11
OA332x1_ASAP7_75t_R,73,160380,5.911950099864931e-16,1.0023699925643115e-10,4.5496852812965116e-11,4.7112806711435695e-11
OA332x2_ASAP7_75t_R,73,174960,5.904149985211903e-16,1.492290041538169e-10,4.662904437569004e-11,4.768091477203029e-11
OA333x1_ASAP7_75t_R,74,174960,5.906489913728693e-16,1.158659973521381e-10,5.0578874422058107e-11,5.116605403254759e-11
OA333x2_ASAP7_75t_R,74,189540,5.90301972562291e-16,1.648589875724582e-10,5.1031602554818534e-11,5.143922093830966e-11
OA33x2_ASAP7_75t_R,75,145800,5.850679971625291e-16,1.8002299650987652e-10,4.170848735829402e-11,4.300427722259137e-11
OAI211xp5_ASAP7_75t_R,76,87480,5.163679606073706e-16,0.0,3.124154754341468e-11,3.7847201067586766e-11
OAI21x1_ASAP7_75t_R,77,116640,1.2506899922792446e-15,0.0,2.3473617147273806e-11,1.585101667977984e-11
OAI21xp33_ASAP7_75t_R,77,72900,4.240520102080517e-16,0.0,2.4679694052287537e-11,3.5039283974303004e-11
OAI21xp5_ASAP7_75t_R,77,72900,5.836420171958265e-16,0.0,2.2799371765525045e-11,2.506347039632484e-11
OAI221xp5_ASAP7_75t_R,78,102060,5.141959563723737e-16,0.0,3.4814828103746365e-11,4.184429192033434e-11
OAI222xp33_ASAP7_75t_R,79,145800,5.904489857181988e-16,0.0,3.255943084590207e-11,3.351935048967469e-11
OAI22x1_ASAP7_75t_R,80,145800,1.2081999609087719e-15,0.0,2.4439479953675125e-11,1.7690975420703303e-11
OAI22xp33_ASAP7_75t_R,80,87480,4.465050007551911e-16,0.0,2.7614608516524086e-11,3.6953100301939656e-11
OAI22xp5_ASAP7_75t_R,80,87480,5.83943031529457e-16,0.0,2.4433340767293643e-11,2.6854022477929007e-11
OAI311xp33_ASAP7_75t_R,81,102060,5.55599985625348e-16,0.0,3.870170156572428e-11,4.168884681909901e-11
OAI31xp33_ASAP7_75t_R,82,87480,4.964619981326249e-16,0.0,3.1460396787696965e-11,3.716891724958593e-11
OAI31xp67_ASAP7_75t_R,82,189540,1.1155699201046993e-15,0.0,3.579373256124008e-11,2.427909956415064e-11
OAI321xp33_ASAP7_75t_R,83,116640,5.425549900233621e-16,0.0,4.037587278404864e-11,4.39650989225715e-11
OAI322xp33_ASAP7_75t_R,84,131220,5.477820303408684e-16,0.0,4.3301289637254214e-11,4.667345329667505e-11
OAI32xp33_ASAP7_75t_R,85,102060,4.802890157355473e-16,0.0,3.344748783495888e-11,3.990059324610051e-11
OAI331xp33_ASAP7_75t_R,86,131220,6.048380108492405e-16,0.0,4.263898609191408e-11,4.625725497087174e-11
OAI332xp33_ASAP7_75t_R,87,145800,5.902260042948341e-16,0.0,4.515398124849135e-11,4.872296316404956e-11
OAI333xp33_ASAP7_75t_R,88,160380,5.894400106593414e-16,0.0,5.052489329693266e-11,5.194180849321661e-11
OAI33xp33_ASAP7_75t_R,89,116640,5.037169941445355e-16,0.0,3.234694456732967e-11,4.120502550275518e-11
OR2x2_ASAP7_75t_R,90,87480,5.207640086640612e-16,1.6933400515117825e-10,2.3320650965885648e-11,2.4400982970296248e-11
OR2x4_ASAP7_75t_R,90,116640,5.199530275566244e-16,2.6732102642590405e-10,3.0046343885148374e-11,3.069538026534424e-11
OR2x6_ASAP7_75t_R,90,174960,1.0167600327965778e-15,4.366549899437189e-10,2.549832914255923e-11,2.3932347423261113e-11
OR3x1_ASAP7_75t_R,91,87480,5.915089945121284e-16,2.0897099328731628e-10,3.418143545985686e-11,3.467972783943729e-11
OR3x2_ASAP7_75t_R,91,102060,5.91459972480306e-16,2.579670088653785e-10,3.6562981808874184e-11,3.689638525261607e-11
OR3x4_ASAP7_75t_R,91,131220,5.910850015824684e-16,3.5595801306520514e-10,4.675139442245069e-11,4.695340991012209e-11
OR4x1_ASAP7_75t_R,92,102060,5.961750343207563e-16,2.6229801664001684e-10,4.4009202532224734e-11,4.450692592250505e-11
OR4x2_ASAP7_75t_R,92,116640,5.94252004832693e-16,3.112969881868821e-10,4.742232648236033e-11,4.77674150234364e-11
OR5x1_ASAP7_75t_R,93,116640,5.166609810675613e-16,2.2736600102657434e-10,5.2027448321778635e-11,5.41150596555795e-11
OR5x2_ASAP7_75t_R,93,131220,5.171049851506002e-16,2.763649864512274e-10,5.6765047523610335e-11,5.827874988151294e-11
SDFHx1_ASAP7_75t_R,94,364500,1.0717500470070374e-15,3.0391100747095834e-10,5.386950607810803e-11,5.70299467372859e-11
SDFHx2_ASAP7_75t_R,94,379080,1.0716400386030127e-15,3.529060099705106e-10,5.748117259951613e-11,6.002999486387495e-11
SDFHx3_ASAP7_75t_R,94,393660,1.0712499799308021e-15,4.0189998551376505e-10,6.577927785800242e-11,6.786745471165645e-11
SDFHx4_ASAP7_75t_R,94,451980,1.206910035609222e-15,7.04666991424574e-10,4.4983485686378444e-11,4.494744507144155e-11
SDFLx1_ASAP7_75t_R,95,364500,1.3585400504751745e-15,2.8006000296620925e-10,5.797939212071057e-11,6.166976651567069e-11
SDFLx2_ASAP7_75t_R,95,379080,1.3655600477837813e-15,3.290539785094637e-10,6.160613685857186e-11,6.430483923125507e-11
SDFLx3_ASAP7_75t_R,95,393660,1.3653200198223531e-15,3.7804698260757164e-10,6.883742187380193e-11,7.105713240029843e-11
SDFLx4_ASAP7_75t_R,95,451980,1.2063399824357199e-15,5.79939984923783e-10,4.7591250385004e-11,4.7553714438430816e-11
TAPCELL_ASAP7_75t_R,111,29160,NaN,NaN,NaN,NaN
TAPCELL_WITH_FILLER_ASAP7_75t_R,112,43740,NaN,NaN,NaN,NaN
TIEHIx1_ASAP7_75t_R,98,43740,None,8.768330029065852e-13,None,None
TIELOx1_ASAP7_75t_R,99,43740,None,1.6555900530720868e-12,None,None
XNOR2x1_ASAP7_75t_R,100,174960,1.519559954957033e-15,0.0,3.173471901929403e-11,2.2816949718507118e-11
XNOR2x2_ASAP7_75t_R,100,160380,9.726550272330463e-16,0.0,3.841699527940001e-11,3.530590750311369e-11
XNOR2xp5_ASAP7_75t_R,100,131220,9.694659481866339e-16,0.0,3.722733926680988e-11,2.925847411572313e-11
XOR2x1_ASAP7_75t_R,101,174960,1.5225800509304681e-15,2.0610001205678685e-10,3.716958685284766e-11,2.5909141151969628e-11
XOR2x2_ASAP7_75t_R,101,160380,9.720309757091567e-16,2.2369199548233354e-10,3.5666431613678995e-11,3.3530560272776455e-11
XOR2xp5_ASAP7_75t_R,101,131220,9.818610048202797e-16,1.2107199964805915e-10,4.497608882547688e-11,3.368437820339132e-11
sram_asap7_64x256_1rw,113,561792000,2.499999956129175e-14,0.00012889999197795987,2.1799999305738282e-10,2.1799999305738282e-10
